user_id,R,F,M,recency,freq,monetary,segment
108368,4,3,3,27,6,1302.33,保持关系
108369,1,2,1,138,4,505.83000000000004,流失
108371,2,1,2,90,2,1018.64,预流失
108372,4,3,3,23,7,1365.75,保持关系
108373,1,1,1,241,1,386.15,流失
108375,2,2,3,63,5,1409.43,成长客户
108376,3,2,2,46,5,1227.55,一般
108377,4,3,4,16,6,2587.31,保持关系
108378,3,3,4,45,7,2250.13,潜力客户
108379,3,5,5,49,16,5857.33,潜力客户
108381,4,3,2,23,6,1234.28,保持关系
108382,1,1,1,270,1,77.9,流失
108383,5,1,2,9,3,729.97,一般
108384,4,3,5,16,7,2951.41,保持关系
108385,1,1,1,182,1,89.81,流失
108386,5,3,1,4,7,655.95,保持关系
108387,1,2,5,191,5,2863.71,成长客户
108388,5,4,3,2,10,1747.4,保持关系
108389,4,4,5,26,8,2823.59,高价值
108390,3,5,4,35,11,2549.7799999999997,潜力客户
108391,3,4,4,36,8,2620.65,潜力客户
108392,5,5,4,10,15,2512.38,高价值
108393,5,3,3,11,7,1867.95,保持关系
108394,3,4,5,44,10,3779.65,潜力客户
108395,1,2,2,108,4,1090.25,流失
108396,4,4,5,21,8,3040.84,高价值
108397,4,3,3,25,6,1321.37,保持关系
108398,1,2,2,121,5,1118.2,流失
108399,5,4,4,2,9,2237.73,高价值
108400,1,2,2,141,4,717.75,流失
108401,3,2,2,29,4,764.89,一般
108402,3,5,5,32,13,3575.34,潜力客户
108403,4,2,2,17,5,682.92,一般
108404,3,4,4,41,9,2348.83,潜力客户
108405,3,5,4,35,12,2461.42,潜力客户
108407,1,1,1,303,1,80.28,流失
108408,5,3,2,4,7,1188.64,保持关系
108409,5,3,3,2,6,1601.0,保持关系
108410,5,5,5,7,11,3413.9700000000003,高价值
108411,1,2,2,115,4,1096.84,流失
108412,3,5,5,37,15,4030.29,潜力客户
108413,2,5,4,69,11,2314.18,成长客户
108414,1,4,2,115,10,1038.1599999999999,成长客户
108415,1,2,3,121,5,1657.47,成长客户
108416,2,4,3,58,9,1779.26,成长客户
108417,5,1,2,2,3,693.54,一般
108418,1,1,1,244,2,182.28,流失
108419,3,4,4,39,8,2056.83,潜力客户
108420,1,5,4,136,11,2071.11,成长客户
108421,3,4,4,43,10,2370.88,潜力客户
108422,5,4,4,4,9,2041.8000000000002,高价值
108423,3,4,4,44,10,1907.63,潜力客户
108424,5,2,3,7,4,1578.77,成长客户
108425,1,1,1,100,2,467.83,流失
108427,2,3,4,53,7,2709.31,成长客户
108428,3,4,2,39,9,1201.69,成长客户
108429,3,2,3,48,5,1693.2,成长客户
108430,4,5,5,13,12,3357.54,高价值
108431,5,4,3,7,9,1772.54,保持关系
108432,1,1,1,213,1,553.1,流失
108433,3,2,4,42,5,1899.8,潜力客户
108434,4,4,4,19,9,2182.5,高价值
108435,3,2,2,31,5,861.9599999999999,一般
108436,3,3,2,29,6,1178.7,成长客户
108437,5,5,5,6,13,2916.05,高价值
108438,5,3,3,6,7,1473.82,保持关系
108440,4,4,4,13,9,1988.4099999999999,高价值
108441,1,5,5,111,13,3133.9900000000002,成长客户
108442,5,2,3,10,5,1770.6,成长客户
108443,1,1,1,149,2,516.97,流失
108444,4,4,4,15,10,2218.65,高价值
108445,5,4,5,6,10,3494.31,高价值
108446,3,2,2,51,4,1006.1600000000001,一般
108447,2,1,1,68,3,255.38,预流失
108448,4,3,3,24,7,1832.48,保持关系
108449,4,5,4,16,12,2240.88,高价值
108450,5,5,5,2,11,3912.9,高价值
108451,5,1,1,1,3,510.34,一般
108452,4,4,3,16,8,1673.0700000000002,保持关系
108453,1,2,1,142,4,432.52,流失
108454,1,3,3,132,7,1538.95,成长客户
108455,3,5,5,43,11,4889.8099999999995,潜力客户
108456,2,2,1,74,4,514.98,预流失
108457,1,3,3,103,7,1468.5300000000002,成长客户
108458,2,2,3,84,5,1709.93,成长客户
108459,3,2,4,34,5,1928.9900000000002,潜力客户
108460,2,4,4,58,9,2117.83,成长客户
108461,3,3,4,44,7,2147.31,潜力客户
108462,4,4,4,28,9,2414.85,高价值
108463,3,3,4,30,7,1923.42,潜力客户
108464,3,2,3,29,5,1308.28,成长客户
108465,1,1,1,158,3,352.67,流失
108466,4,1,1,27,2,657.5,一般
108467,2,4,5,78,10,3831.16,成长客户
108468,1,1,1,177,1,122.16,流失
108469,5,4,4,7,8,2416.92,高价值
108470,5,2,3,11,5,1483.74,成长客户
108471,2,4,2,62,8,1238.55,成长客户
108472,3,4,3,36,9,1303.88,成长客户
108473,1,1,3,154,3,1348.64,成长客户
108474,4,5,5,14,14,3412.98,高价值
108475,5,2,1,4,4,300.54,一般
108476,1,1,2,240,2,666.0400000000001,流失
108477,4,2,2,26,5,731.7,一般
108478,4,4,4,26,8,2023.72,高价值
108479,2,2,1,58,5,481.84,预流失
108480,4,2,1,14,4,569.16,一般
108481,4,1,2,15,1,730.94,一般
108482,3,4,5,48,10,3341.06,潜力客户
108483,3,4,4,42,8,1926.48,潜力客户
108484,2,1,2,97,2,761.01,预流失
108485,5,2,2,6,5,1224.11,一般
108486,4,4,3,26,8,1737.05,保持关系
108487,4,3,2,16,7,1037.05,保持关系
108488,2,5,5,96,11,2950.77,成长客户
108489,4,5,5,27,16,4568.97,高价值
108490,1,3,3,138,6,1325.15,成长客户
108491,2,3,3,64,7,1771.15,成长客户
108492,1,2,4,200,4,1976.8400000000001,成长客户
108493,4,5,5,13,12,2725.07,高价值
108494,3,2,2,44,4,813.1600000000001,一般
108495,5,5,4,4,13,2323.21,高价值
108496,3,5,5,48,11,2925.27,潜力客户
108497,1,3,2,140,7,1054.54,成长客户
108498,3,5,5,34,15,3929.04,潜力客户
108499,4,4,5,28,8,3040.1400000000003,高价值
108500,2,3,4,60,6,2269.22,成长客户
108501,2,3,3,90,7,1718.75,成长客户
108502,5,3,4,11,6,2242.27,保持关系
108503,1,1,2,250,3,854.71,流失
108504,1,3,3,182,6,1499.7,成长客户
108505,5,1,3,5,3,1364.96,成长客户
108506,4,4,5,27,9,3207.1099999999997,高价值
108507,2,5,5,85,12,4472.47,成长客户
108508,2,4,4,60,10,2299.48,成长客户
108509,4,3,1,23,6,469.86,保持关系
108510,4,4,3,13,8,1875.6100000000001,保持关系
108511,5,4,4,5,9,2382.14,高价值
108512,5,2,3,1,4,1408.51,成长客户
108513,1,1,1,196,1,555.75,流失
108514,3,2,1,35,4,261.12,一般
108515,3,1,2,37,2,1122.03,一般
108516,1,1,2,174,1,870.39,流失
108517,2,4,3,62,10,1688.37,成长客户
108518,5,3,2,12,6,1103.4299999999998,保持关系
108519,2,4,2,55,10,1188.4,成长客户
108520,2,4,5,62,9,3232.65,成长客户
108521,4,4,3,13,8,1282.67,保持关系
108523,1,1,2,159,2,811.2,流失
108524,5,3,4,8,7,1965.78,保持关系
108525,5,5,4,9,13,2641.49,高价值
108526,5,2,3,12,5,1278.08,成长客户
108527,5,3,2,6,6,1002.73,保持关系
108528,1,2,2,118,5,811.77,流失
108529,1,1,1,156,1,257.27,流失
108530,4,4,4,21,8,2662.86,高价值
108531,2,4,3,77,10,1451.91,成长客户
108532,4,5,5,14,11,3805.94,高价值
108533,5,5,5,1,12,3733.9,高价值
108534,3,4,3,45,9,1665.51,成长客户
108535,4,1,1,28,2,641.07,一般
108536,5,5,5,10,12,3513.8999999999996,高价值
108537,2,3,4,83,7,2143.7799999999997,成长客户
108538,1,1,1,312,2,240.2,流失
108539,4,5,5,28,20,7753.900000000001,高价值
108540,3,5,5,33,14,3287.17,潜力客户
108541,4,1,2,18,2,836.03,一般
108542,1,1,2,166,3,1123.3799999999999,流失
108543,5,5,5,3,17,4807.45,高价值
108544,5,3,5,11,6,3061.04,保持关系
108545,3,4,4,51,9,2026.8600000000001,潜力客户
108546,3,2,1,41,4,578.74,一般
108547,2,3,3,91,6,1517.27,成长客户
108548,1,3,3,214,6,1429.28,成长客户
108549,2,2,3,89,4,1520.43,成长客户
108550,2,1,1,96,3,366.92,预流失
108552,3,4,3,31,8,1813.44,成长客户
108553,3,5,4,44,14,1996.9,潜力客户
108554,2,3,2,59,7,1060.27,成长客户
108555,5,5,3,9,11,1649.31,保持关系
108556,2,3,2,61,6,840.36,成长客户
108557,1,3,2,154,6,929.16,成长客户
108558,4,3,2,17,7,683.66,保持关系
108559,5,5,5,2,12,2960.22,高价值
108560,1,1,1,140,2,232.44,流失
108561,5,2,1,8,5,466.32,一般
108562,4,3,1,24,6,520.27,保持关系
108563,4,3,2,17,6,981.65,保持关系
108564,3,4,5,43,10,3597.17,潜力客户
108565,4,5,5,27,13,3435.82,高价值
108566,1,1,2,161,3,836.71,流失
108567,5,5,4,5,11,2350.59,高价值
108568,5,4,5,11,8,3490.91,高价值
108569,1,1,1,287,1,62.27,流失
108570,1,1,1,172,1,54.76,流失
108571,1,1,2,179,2,668.59,流失
108572,3,2,2,34,4,816.0699999999999,一般
108573,2,1,1,73,3,405.45,预流失
108574,2,4,4,66,8,2221.23,成长客户
108575,5,2,1,12,5,524.86,一般
108576,5,2,2,2,5,1101.59,一般
108577,1,2,3,155,5,1716.0400000000002,成长客户
108578,2,3,5,55,6,2772.01,成长客户
108579,4,5,5,21,15,6209.71,高价值
108580,3,2,2,36,5,864.26,一般
108581,4,4,4,20,10,1932.77,高价值
108582,5,3,3,11,6,1822.98,保持关系
108583,2,2,1,96,4,624.67,预流失
108584,2,2,3,60,5,1289.38,成长客户
108585,4,5,5,15,12,3469.81,高价值
108586,3,4,5,38,9,4556.13,潜力客户
108587,5,5,5,5,16,3331.82,高价值
108588,3,2,1,44,4,565.55,一般
108589,4,4,4,17,10,2109.03,高价值
108590,4,2,3,26,4,1815.2600000000002,成长客户
108591,2,2,2,54,4,1239.22,预流失
108592,2,5,3,98,11,1405.66,成长客户
108593,5,5,5,3,11,3126.34,高价值
108594,5,1,1,4,2,118.41,一般
108595,5,3,1,1,7,501.6,保持关系
108596,5,5,5,3,12,3433.54,高价值
108597,2,4,5,60,8,4134.18,成长客户
108598,2,3,3,93,6,1329.45,成长客户
108599,4,4,3,23,8,1793.07,保持关系
108600,4,3,3,14,6,1456.18,保持关系
108602,1,3,3,112,6,1735.47,成长客户
108603,5,5,4,7,12,2703.29,高价值
108604,3,2,3,51,5,1558.43,成长客户
108605,2,1,2,64,3,992.5300000000001,预流失
108606,3,1,2,36,2,1159.6799999999998,一般
108607,3,3,2,31,7,1193.6100000000001,成长客户
108608,4,4,4,20,8,2651.37,高价值
108609,1,3,1,101,6,600.1800000000001,成长客户
108610,5,5,5,7,12,3157.39,高价值
108611,4,4,4,15,10,2632.75,高价值
108612,3,3,3,46,6,1812.8,成长客户
108613,2,2,4,64,5,2331.25,成长客户
108614,2,3,4,84,7,2256.59,成长客户
108615,3,4,5,35,8,3207.45,潜力客户
108616,3,4,3,32,9,1701.0,成长客户
108617,4,4,4,21,9,2329.5,高价值
108618,5,5,5,1,14,3627.5099999999998,高价值
108620,1,1,2,105,1,1092.5,流失
108621,5,4,4,11,8,1982.26,高价值
108622,5,4,3,8,8,1753.25,保持关系
108623,2,3,3,70,6,1633.11,成长客户
108624,2,1,1,54,3,502.82,预流失
108625,4,2,1,22,4,606.87,一般
108626,4,4,3,24,9,1289.81,保持关系
108627,5,5,5,10,14,2925.64,高价值
108628,2,1,3,96,3,1834.83,成长客户
108629,2,4,3,55,9,1851.17,成长客户
108630,2,4,2,97,9,747.15,成长客户
108631,3,4,4,43,8,2284.08,潜力客户
108632,2,3,1,91,7,619.78,成长客户
108633,5,4,4,9,8,2353.69,高价值
108634,4,1,1,15,1,55.09,一般
108635,1,1,1,298,2,328.67,流失
108636,2,1,1,83,1,130.5,预流失
108637,2,4,3,77,10,1762.97,成长客户
108638,1,4,4,134,9,2436.6,成长客户
108639,2,4,2,73,9,937.14,成长客户
108640,4,4,4,22,9,2040.2,高价值
108641,4,4,4,14,9,2442.86,高价值
108642,1,1,1,182,2,183.24,流失
108643,1,1,1,334,1,47.72,流失
108644,2,4,5,66,8,2776.75,成长客户
108646,1,1,1,287,1,354.55,流失
108647,5,5,3,8,11,1667.44,保持关系
108648,2,2,3,77,5,1532.09,成长客户
108649,5,1,1,11,3,418.01,一般
108650,3,4,3,44,9,1480.67,成长客户
108651,4,2,3,17,5,1731.42,成长客户
108652,4,4,2,22,8,808.5699999999999,保持关系
108653,4,4,3,14,9,1638.1799999999998,保持关系
108654,1,1,1,309,1,393.84,流失
108655,5,4,4,12,8,2290.9700000000003,高价值
108656,5,3,2,3,7,1065.71,保持关系
108657,2,3,2,58,6,1177.21,成长客户
108658,3,1,2,48,3,668.3199999999999,一般
108660,5,4,4,7,9,2493.2599999999998,高价值
108661,2,5,5,57,11,2930.94,成长客户
108662,1,1,1,227,1,284.2,流失
108663,3,3,3,48,6,1784.46,成长客户
108664,3,4,4,35,9,1920.8799999999999,潜力客户
108665,4,2,3,20,5,1751.99,成长客户
108666,5,5,5,5,12,3203.65,高价值
108667,1,1,1,174,1,69.29,流失
108668,4,5,4,14,12,2513.2599999999998,高价值
108670,3,2,3,40,4,1374.85,成长客户
108671,2,2,2,62,5,732.91,预流失
108672,2,1,1,64,1,50.69,预流失
108673,5,5,5,8,11,3461.5099999999998,高价值
108674,5,3,3,3,6,1497.47,保持关系
108675,4,1,1,13,2,124.91,一般
108676,1,1,2,127,3,1212.72,流失
108677,4,5,4,15,12,2572.52,高价值
108678,3,4,2,32,8,762.39,成长客户
108679,5,1,1,11,3,372.94,一般
108680,1,1,1,233,3,486.46,流失
108681,4,2,1,24,4,530.94,一般
108682,5,5,5,9,15,3993.9799999999996,高价值
108683,3,4,3,29,9,1820.37,成长客户
108684,2,1,1,62,3,239.4,预流失
108685,2,3,2,75,7,895.21,成长客户
108686,1,2,2,143,4,1224.43,流失
108687,4,4,5,16,8,2868.59,高价值
108688,3,3,3,49,7,1359.89,成长客户
108689,2,4,4,81,9,1916.59,成长客户
108692,5,4,5,5,10,2911.8300000000004,高价值
108693,5,1,1,7,3,377.96,一般
108694,5,3,3,1,7,1628.5199999999998,保持关系
108695,2,1,1,53,2,443.8,预流失
108696,3,2,2,46,5,1047.55,一般
108697,4,3,2,23,7,991.18,保持关系
108698,4,5,5,19,12,3402.79,高价值
108699,3,2,2,30,5,1070.81,一般
108700,2,4,4,96,10,2608.89,成长客户
108701,3,3,3,50,6,1486.43,成长客户
108702,4,3,4,26,7,2584.2200000000003,保持关系
108703,5,5,5,2,13,3490.71,高价值
108704,1,1,1,116,3,307.69,流失
108705,2,2,4,71,4,2143.14,成长客户
108706,5,3,3,5,6,1881.0500000000002,保持关系
108707,2,1,1,67,1,75.76,预流失
108708,3,2,1,52,4,358.63,一般
108709,5,4,3,3,10,1833.0700000000002,保持关系
108710,1,1,1,166,2,239.34,流失
108711,3,4,3,39,8,1866.02,成长客户
108712,2,1,1,68,2,277.28,预流失
108713,3,1,2,34,3,1115.57,一般
108714,2,5,5,59,11,3491.93,成长客户
108715,5,1,1,9,3,303.31,一般
108716,3,5,5,46,13,3847.75,潜力客户
108717,4,5,5,21,12,3419.99,高价值
108718,2,4,4,55,9,2571.24,成长客户
108719,1,1,1,145,1,1.0,流失
108720,5,4,4,4,10,2026.8600000000001,高价值
108721,3,5,2,46,12,1204.93,成长客户
108722,1,1,1,314,1,105.04,流失
108723,1,1,1,209,1,443.81,流失
108724,4,3,3,16,6,1802.08,保持关系
108726,2,5,5,64,12,3990.47,成长客户
108727,3,3,3,42,6,1519.9,成长客户
108728,2,4,4,53,10,2162.78,成长客户
108729,2,4,4,75,8,2001.69,成长客户
108730,2,3,2,69,6,1213.27,成长客户
108731,4,2,2,28,5,1130.78,一般
108732,2,4,4,61,8,2064.66,成长客户
108733,2,5,4,55,12,2397.74,成长客户
108734,4,4,4,21,8,2055.91,高价值
108735,2,3,4,67,6,2481.56,成长客户
108736,4,5,4,19,11,2212.28,高价值
108737,3,5,4,39,11,2032.86,潜力客户
108739,5,5,5,5,13,3529.2799999999997,高价值
108740,1,1,1,142,1,164.8,流失
108741,2,5,4,54,11,2086.92,成长客户
108742,1,2,3,250,4,1449.26,成长客户
108743,2,2,1,62,4,573.19,预流失
108744,3,1,2,34,3,989.4700000000001,一般
108745,2,1,1,73,3,355.67,预流失
108746,5,5,5,10,14,2782.62,高价值
108747,1,5,5,134,15,5091.29,成长客户
108748,3,3,1,46,6,652.89,成长客户
108749,4,3,3,24,7,1273.3899999999999,保持关系
108750,5,5,5,6,13,2903.82,高价值
108751,1,3,4,109,7,1897.0,成长客户
108752,1,3,3,122,7,1669.68,成长客户
108753,5,5,5,11,17,3485.13,高价值
108754,1,3,2,131,7,854.54,成长客户
108755,2,4,4,57,8,2323.99,成长客户
108756,4,5,4,18,13,2124.46,高价值
108757,2,2,4,89,5,2145.9500000000003,成长客户
108758,2,4,3,83,8,1615.29,成长客户
108759,1,1,1,108,2,647.1800000000001,流失
108760,2,4,5,66,10,4158.35,成长客户
108761,4,1,1,17,1,143.98,一般
108762,1,3,3,112,6,1353.0,成长客户
108763,1,3,5,102,7,2947.36,成长客户
108764,3,1,1,39,2,262.97,一般
108765,4,3,1,26,6,500.96,保持关系
108766,4,5,3,21,11,1795.8999999999999,保持关系
108767,2,5,5,76,12,3279.18,成长客户
108769,2,2,2,71,4,853.34,预流失
108770,5,5,5,1,11,4149.35,高价值
108771,2,4,4,54,8,2015.71,成长客户
108772,2,5,5,74,14,5137.93,成长客户
108773,4,1,2,16,2,671.5,一般
108774,4,3,3,23,7,1564.42,保持关系
108775,2,2,2,78,5,1173.98,预流失
108776,5,5,5,11,19,3184.18,高价值
108777,3,2,3,38,4,1377.3,成长客户
108778,1,1,1,358,1,72.69,流失
108779,5,4,3,7,9,1779.56,保持关系
108780,5,4,3,9,9,1783.96,保持关系
108781,5,4,3,10,9,1819.07,保持关系
108783,5,5,5,5,19,5124.82,高价值
108784,1,2,1,162,4,646.11,流失
108785,4,5,5,27,14,3512.9900000000002,高价值
108786,3,5,4,39,11,1942.3700000000001,潜力客户
108787,3,5,4,36,11,2311.89,潜力客户
108788,3,2,4,43,4,1888.3999999999999,潜力客户
108789,1,2,5,184,5,2737.0299999999997,成长客户
108790,3,1,2,42,3,956.1199999999999,一般
108791,1,2,2,231,4,761.95,流失
108792,5,2,3,6,5,1797.56,成长客户
108793,1,1,1,176,1,128.73,流失
108794,5,4,5,1,10,3188.25,高价值
108795,1,1,1,196,3,434.89,流失
108797,3,4,5,39,10,2761.2799999999997,潜力客户
108798,3,3,3,31,6,1411.26,成长客户
108799,3,1,1,47,3,509.94,一般
108800,3,4,5,33,10,3691.7200000000003,潜力客户
108801,2,3,3,54,6,1507.5900000000001,成长客户
108802,4,4,5,23,10,3877.75,高价值
108803,5,5,4,4,11,2038.1,高价值
108804,2,1,2,54,3,687.6500000000001,预流失
108805,5,5,5,11,13,3332.09,高价值
108806,3,2,2,48,5,972.45,一般
108807,4,4,3,22,8,1785.38,保持关系
108808,5,4,4,7,9,2262.77,高价值
108809,2,4,4,72,8,2678.92,成长客户
108810,3,4,5,46,10,2807.21,潜力客户
108811,2,1,1,80,3,311.21000000000004,预流失
108812,4,1,2,25,2,957.2099999999999,一般
108813,5,1,1,1,3,663.21,一般
108814,5,4,4,11,9,2275.63,高价值
108815,3,5,5,47,14,3752.5299999999997,潜力客户
108816,5,4,3,11,10,1796.47,保持关系
108817,1,2,2,139,5,1148.51,流失
108818,4,1,1,20,3,321.11,一般
108819,4,3,3,17,6,1458.88,保持关系
108820,1,1,1,132,3,499.09999999999997,流失
108821,2,1,1,91,3,263.54,预流失
108822,1,4,3,109,8,1714.38,成长客户
108823,3,4,4,41,9,2709.49,潜力客户
108824,4,5,5,16,17,4394.54,高价值
108825,4,3,3,15,7,1509.6200000000001,保持关系
108826,3,5,4,41,11,2654.06,潜力客户
108827,1,4,2,135,8,1014.26,成长客户
108828,1,2,2,102,4,1213.6299999999999,流失
108829,1,1,1,133,3,433.31,流失
108830,5,4,5,5,8,2909.14,高价值
108831,5,5,5,4,13,2781.56,高价值
108832,2,3,3,75,6,1701.6,成长客户
108833,3,3,2,43,6,1179.73,成长客户
108834,1,1,2,120,3,1061.73,流失
108835,5,3,4,1,6,2108.71,保持关系
108837,3,5,5,29,11,5986.82,潜力客户
108838,2,3,3,64,6,1265.48,成长客户
108839,1,1,1,355,1,278.82,流失
108840,1,1,1,219,3,330.33,流失
108841,1,1,1,124,2,80.03999999999999,流失
108842,3,5,5,32,13,3627.62,潜力客户
108843,3,1,1,47,2,347.54,一般
108844,5,4,3,4,8,1375.6499999999999,保持关系
108845,5,3,5,3,6,3026.2799999999997,保持关系
108846,4,4,3,15,8,1745.1100000000001,保持关系
108847,3,4,4,48,10,2193.66,潜力客户
108848,5,5,5,7,14,3728.02,高价值
108849,1,1,1,220,1,178.07,流失
108850,5,5,5,1,11,2807.33,高价值
108851,2,1,1,66,1,114.02,预流失
108852,3,3,3,30,7,1646.3,成长客户
108853,2,3,3,55,6,1539.8600000000001,成长客户
108854,4,3,3,26,6,1483.63,保持关系
108855,1,1,1,100,3,563.97,流失
108856,5,5,5,2,11,4185.74,高价值
108857,4,4,4,28,9,1889.02,高价值
108858,4,4,3,15,8,1619.14,保持关系
108859,3,3,3,32,6,1351.02,成长客户
108860,4,2,2,17,5,744.29,一般
108861,1,3,4,213,6,2412.78,成长客户
108863,3,4,5,40,9,2752.94,潜力客户
108864,5,4,4,5,9,1942.23,高价值
108865,5,5,5,10,17,4375.7,高价值
108867,3,3,3,35,6,1813.0700000000002,成长客户
108868,1,1,3,110,2,1430.3,成长客户
108869,1,2,2,103,4,1249.21,流失
108870,5,4,2,7,10,1022.26,保持关系
108871,4,4,5,15,10,3054.17,高价值
108872,5,3,2,8,7,1166.24,保持关系
108873,2,5,5,53,12,3187.25,成长客户
108875,5,4,4,1,8,2081.41,高价值
108876,5,1,2,6,3,763.73,一般
108877,1,3,2,137,6,1137.75,成长客户
108878,1,5,5,125,11,4251.68,成长客户
108879,5,5,5,8,13,2944.64,高价值
108880,2,5,4,95,11,2520.43,成长客户
108881,1,1,1,153,2,579.3,流失
108883,1,1,1,223,1,160.23,流失
108884,2,4,3,64,8,1856.3799999999999,成长客户
108885,4,3,3,15,6,1517.4,保持关系
108887,1,2,1,173,5,570.52,流失
108888,5,2,1,2,5,566.5,一般
108889,1,3,3,149,6,1442.32,成长客户
108890,2,1,1,65,1,32.19,预流失
108891,1,1,2,115,2,799.9300000000001,流失
108892,5,1,2,2,3,985.17,一般
108893,4,2,2,22,4,1220.8899999999999,一般
108894,4,5,5,17,17,6778.95,高价值
108895,1,1,1,229,3,157.06,流失
108896,2,5,5,56,12,3366.91,成长客户
108897,3,4,3,49,9,1547.94,成长客户
108898,5,3,4,6,7,2404.2200000000003,保持关系
108899,5,3,2,4,7,1210.05,保持关系
108900,3,4,5,41,10,3343.0899999999997,潜力客户
108901,3,4,2,47,8,1158.2,成长客户
108902,1,3,4,152,6,2062.77,成长客户
108903,5,1,1,11,3,533.26,一般
108904,1,3,5,146,6,2887.34,成长客户
108905,4,1,1,20,2,527.73,一般
108906,2,1,1,77,2,462.65999999999997,预流失
108907,1,1,1,118,1,155.73,流失
108908,5,5,5,11,13,3498.79,高价值
108909,5,5,4,3,11,2624.97,高价值
108910,1,5,5,122,11,4120.75,成长客户
108911,4,5,4,14,11,2099.37,高价值
108912,3,5,5,32,13,4243.33,潜力客户
108913,3,5,5,33,11,2731.32,潜力客户
108914,3,5,5,29,13,2875.33,潜力客户
108915,3,2,1,36,5,423.68,一般
108916,3,3,3,34,6,1736.57,成长客户
108917,5,4,5,10,10,3405.29,高价值
108918,4,4,5,26,9,3077.71,高价值
108919,5,3,2,11,6,1254.6,保持关系
108920,1,4,4,100,10,1922.48,成长客户
108921,5,4,3,8,9,1567.08,保持关系
108922,5,5,5,5,18,3098.78,高价值
108923,2,1,1,89,3,256.42,预流失
108924,3,3,4,48,6,2101.2200000000003,潜力客户
108925,3,1,3,45,2,1464.6299999999999,成长客户
108926,4,3,3,13,7,1347.07,保持关系
108928,3,3,4,45,7,2043.0900000000001,潜力客户
108929,4,2,3,13,5,1324.36,成长客户
108930,4,4,5,25,10,3353.65,高价值
108932,5,5,4,4,11,1931.53,高价值
108933,3,2,3,45,5,1340.6,成长客户
108934,5,4,4,2,10,2461.18,高价值
108935,5,1,2,11,2,878.3299999999999,一般
108936,2,2,4,97,5,2078.52,成长客户
108937,3,1,1,46,3,294.83,一般
108938,3,4,5,35,10,2967.42,潜力客户
108939,3,1,2,34,2,1030.22,一般
108940,4,5,5,19,12,2841.34,高价值
108941,3,4,3,46,8,1665.05,成长客户
108942,5,5,5,5,11,3295.43,高价值
108943,4,2,3,19,5,1456.22,成长客户
108945,3,5,5,52,13,3766.58,潜力客户
108946,2,4,5,53,9,3667.98,成长客户
108947,5,5,5,10,12,3405.53,高价值
108948,2,4,5,53,8,2931.24,成长客户
108949,2,4,4,68,10,2145.06,成长客户
108950,5,4,4,9,10,2043.97,高价值
108951,5,5,5,9,15,2894.2599999999998,高价值
108952,3,2,1,47,5,559.3399999999999,一般
108953,1,1,2,157,2,777.65,流失
108954,2,3,5,57,7,3689.42,成长客户
108955,1,1,2,160,2,863.99,流失
108956,5,1,1,9,2,362.74,一般
108957,5,4,3,7,8,1529.77,保持关系
108958,1,1,1,268,1,90.83,流失
108959,4,3,2,22,7,1020.36,保持关系
108960,3,3,3,39,7,1268.66,成长客户
108961,4,3,4,15,6,1900.31,保持关系
108962,5,5,5,2,11,3109.87,高价值
108963,4,2,1,15,4,426.1,一般
108964,3,3,5,44,7,3509.0099999999998,潜力客户
108965,5,2,2,8,4,1242.37,一般
108966,5,5,4,2,12,1969.4299999999998,高价值
108967,5,1,1,7,3,590.4,一般
108968,5,4,4,4,9,2302.29,高价值
108969,1,4,5,190,9,3370.18,成长客户
108970,5,4,4,12,10,1949.1599999999999,高价值
108971,1,3,2,101,6,1085.88,成长客户
108972,1,4,4,116,9,1933.18,成长客户
108973,3,5,5,50,12,2819.07,潜力客户
108974,5,4,5,12,10,2835.2000000000003,高价值
108975,5,3,3,8,7,1623.33,保持关系
108976,1,1,2,307,3,1072.45,流失
108977,4,3,3,20,7,1878.74,保持关系
108978,2,5,5,64,14,3717.29,成长客户
108979,3,4,4,45,8,2612.1,潜力客户
108980,4,2,3,24,4,1390.21,成长客户
108981,4,3,2,20,7,1129.75,保持关系
108982,2,2,4,81,4,1955.94,成长客户
108983,4,1,1,20,3,256.23,一般
108984,3,3,4,43,6,2202.05,潜力客户
108985,2,3,4,67,6,2088.46,成长客户
108986,2,4,4,59,9,2585.56,成长客户
108987,4,2,2,23,4,1113.65,一般
108988,4,4,3,22,9,1881.29,保持关系
108989,4,4,4,27,8,2013.34,高价值
108990,4,2,3,23,5,1627.88,成长客户
108992,5,3,3,2,7,1612.6100000000001,保持关系
108993,5,2,2,10,5,1170.49,一般
108994,5,4,4,11,10,2609.26,高价值
108995,4,2,3,17,5,1547.7,成长客户
108996,2,2,2,73,4,977.2199999999999,预流失
108997,1,1,1,262,1,14.73,流失
108998,3,1,2,30,3,1008.78,一般
108999,5,3,2,8,7,1241.93,保持关系
109000,5,2,3,7,5,1500.28,成长客户
109001,5,2,3,6,4,1259.78,成长客户
109002,3,2,2,31,5,1132.78,一般
109003,3,3,3,33,7,1566.66,成长客户
109004,3,3,3,43,6,1360.8000000000002,成长客户
109005,1,1,2,101,2,1075.78,流失
109006,4,5,5,15,15,6539.87,高价值
109007,4,5,5,28,12,2967.63,高价值
109008,1,1,1,201,2,264.98,流失
109009,1,2,2,220,4,1044.16,流失
109010,5,2,1,7,4,436.95000000000005,一般
109011,5,3,4,2,6,1940.9,保持关系
109012,1,1,1,330,1,67.61,流失
